nazachwycać;zachwycać
pozachwycać;zachwycać
podchwycać;chwycać
zaszczycać;szczycać
spłycać;płycać
wypłycać;płycać
pokrócać;krócać
skrócać;krócać
ukrócać;krócać
przykrócać;krócać
zakłócać;kłócać
skłócać;kłócać
wykłócać;kłócać
nawykłócać;wykłócać
rozkłócać;kłócać
wymłócać;młócać
powymłócać;wymłócać
zamącać;mącać
zmącać;mącać
rozmącać;mącać
trącać;trącać
natrącać;trącać
zatrącać;trącać
obtrącać;trącać
poobtrącać;obtrącać
odtrącać;trącać
przetrącać;trącać
poprzetrącać;przetrącać
otrącać;trącać
potrącać;trącać
strącać;trącać
postrącać;strącać
utrącać;trącać
poutrącać;utrącać
wtrącać;trącać
powtrącać;wtrącać
wytrącać;trącać
powytrącać;wytrącać
roztrącać;trącać
poroztrącać;roztrącać
zachęcać;chęcać
pozachęcać;zachęcać
odchęcać;chęcać
zniechęcać;niechęcać
pozniechęcać;zniechęcać
przychęcać;chęcać
prześwięcać;święcać
oświęcać;święcać
poświęcać;święcać
uświęcać;święcać
wyświęcać;święcać
zbydlęcać;bydlęcać
zachachmęcać;chachmęcać
zasmęcać;smęcać
zanęcać;nęcać
wnęcać;nęcać
przynęcać;nęcać
znęcać;nęcać
poznęcać;znęcać
nakręcać;kręcać
ponakręcać;nakręcać
zakręcać;kręcać
pozakręcać;zakręcać
ponadkręcać;nadkręcać
odkręcać;kręcać
poodkręcać;odkręcać
podkręcać;kręcać
przekręcać;kręcać
poprzekręcać;przekręcać
okręcać;kręcać
dokręcać;kręcać
pookręcać;okręcać
pokręcać;kręcać
skręcać;kręcać
poskręcać;skręcać
ukręcać;kręcać
poukręcać;ukręcać
wkręcać;kręcać
powkręcać;wkręcać
wykręcać;kręcać
nawykręcać;wykręcać
powykręcać;wykręcać
przykręcać;kręcać
poprzykręcać;przykręcać
rozkręcać;kręcać
porozkręcać;rozkręcać
zezwierzęcać;zwierzęcać
odkształcać;kształcać
podkształcać;kształcać
zniekształcać;niekształcać
przekształcać;kształcać
poprzekształcać;przekształcać
dokształcać;kształcać
ukształcać;kształcać
wykształcać;kształcać
powykształcać;wykształcać
pogwałcać;gwałcać
przygwałcać;gwałcać
zażółcać;żółcać
wyżółcać;żółcać
przyżółcać;żółcać
kłańcać;kłańcać
dać;dać
badać;badać
przebadać;badać
obadać;badać
dobadać;badać
pobadać;badać
wybadać;badać
zbadać;badać
gadać;gadać
nagadać;gadać
zagadać;gadać
obgadać;gadać
odgadać;gadać
podgadać;gadać
przegadać;gadać
ogadać;gadać
dogadać;gadać
pogadać;gadać
ugadać;gadać
wgadać;gadać
wygadać;gadać
przygadać;gadać
zgadać;gadać
rozgadać;gadać
biadać;biadać
nabiadać;biadać
zabiadać;biadać
obiadać;biadać
pobiadać;biadać
śniadać;śniadać
pośniadać;śniadać
siadać;siadać
nasiadać;siadać
zasiadać;siadać
pozasiadać;zasiadać
obsiadać;siadać
poobsiadać;obsiadać
odsiadać;siadać
podsiadać;siadać
przesiadać;siadać
osiadać;siadać
dosiadać;siadać
podosiadać;dosiadać
poosiadać;osiadać
posiadać;siadać
współposiadać;posiadać
usiadać;siadać
pousiadać;usiadać
wsiadać;siadać
powsiadać;wsiadać
wysiadać;siadać
powysiadać;wysiadać
przysiadać;siadać
poprzysiadać;przysiadać
zsiadać;siadać
pozsiadać;zsiadać
rozsiadać;siadać
porozsiadać;rozsiadać
powiadać;wiadać
napowiadać;powiadać
zapowiadać;powiadać
pozapowiadać;zapowiadać
odpowiadać;powiadać
podpowiadać;powiadać
przepowiadać;powiadać
opowiadać;powiadać
naopowiadać;opowiadać
ponaopowiadać;naopowiadać
dopowiadać;powiadać
poopowiadać;opowiadać
spowiadać;powiadać
odspowiadać;spowiadać
wyspowiadać;spowiadać
wypowiadać;powiadać
powypowiadać;wypowiadać
przypowiadać;powiadać
rozpowiadać;powiadać
porozpowiadać;rozpowiadać
jadać;jadać
najadać;jadać
zajadać;jadać
pozajadać;zajadać
objadać;jadać
poobjadać;objadać
nadjadać;jadać
odjadać;jadać
podjadać;jadać
przejadać;jadać
dojadać;jadać
nadojadać;dojadać
pojadać;jadać
ujadać;jadać
naujadać;ujadać
wjadać;jadać
wyjadać;jadać
powyjadać;wyjadać
przyjadać;jadać
zjadać;jadać
pozjadać;zjadać
rozjadać;jadać
nadać;dać
padać;padać
napadać;padać
zapadać;padać
pozapadać;zapadać
odpadać;padać
poodpadać;odpadać
podpadać;padać
przepadać;padać
poprzepadać;przepadać
opadać;padać
dopadać;padać
poopadać;opadać
popadać;padać
spadać;padać
naspadać;spadać
pospadać;spadać
upadać;padać
podupadać;upadać
poupadać;upadać
wpadać;padać
nawpadać;wpadać
powpadać;wpadać
wypadać;padać
powypadać;wypadać
przypadać;padać
rozpadać;padać
porozpadać;rozpadać
zakradać;kradać
odkradać;kradać
podkradać;kradać
przekradać;kradać
okradać;kradać
dokradać;kradać
pookradać;okradać
skradać;kradać
ukradać;kradać
wkradać;kradać
wykradać;kradać
powykradać;wykradać
przykradać;kradać
rozkradać;kradać
porozkradać;rozkradać
stradać;stradać
postradać;stradać
zadać;dać
nakładać;kładać
ponakładać;nakładać
zakładać;kładać
pozakładać;zakładać
obkładać;kładać
poobkładać;obkładać
nadkładać;kładać
przedkładać;kładać
odkładać;kładać
naodkładać;odkładać
poodkładać;odkładać
podkładać;kładać
popodkładać;podkładać
przekładać;kładać
poprzekładać;przekładać
okładać;kładać
dokładać;kładać
pookładać;okładać
pokładać;kładać
popokładać;pokładać
spokładać;pokładać
wyokładać;okładać;kładać
składać;kładać
naskładać;składać
przeskładać;składać
doskładać;składać
poskładać;składać
uskładać;składać
układać;kładać
naukładać;układać
poukładać;układać
wkładać;kładać
nawkładać;wkładać
powkładać;wkładać
wykładać;kładać
powykładać;wykładać
przykładać;kładać
poprzykładać;przykładać
rozkładać;kładać
porozkładać;rozkładać
władać;władać
owładać;władać
naddać;dać
oddać;dać
poddać;dać
powiedać;wiedać
przedać;dać
zaprzedać;przedać
odprzedać;przedać
poprzedać;przedać
sprzedać;przedać
odsprzedać;sprzedać
wysprzedać;sprzedać
rozsprzedać;sprzedać
wyprzedać;przedać
rozprzedać;przedać
kidać;kidać
wykidać;kidać
fajdać;fajdać
nafajdać;fajdać
zafajdać;fajdać
sfajdać;fajdać
ufajdać;fajdać
wyfajdać;fajdać
hajdać;hajdać
majdać;majdać
trajdać;trajdać
hojdać;hojdać
pohojdać;hojdać
rozhojdać;hojdać
dziamdać;dziamdać
szwendać;szwendać
poszwendać;szwendać
dyndać;dyndać
zadyndać;dyndać
podyndać;dyndać
rozdyndać;dyndać
dryndać;dryndać
zadryndać;dryndać
tryndać;tryndać
przytryndać;tryndać
dodać;dać
podać;dać
zapodać;podać
ubrdać;brdać
derdać;derdać
poderdać;derdać
przyderdać;derdać
merdać;merdać
zamerdać;merdać
pomerdać;merdać
grdać;grdać
dyrdać;dyrdać
podyrdać;dyrdać
przydyrdać;dyrdać
udać;dać
łabudać;łabudać
wyłabudać;łabudać
wysiudać;siudać
wdać;dać
wstydać;wstydać
wydać;dać
przydać;dać
zdać;dać
gwazdać;gwazdać
nagwazdać;gwazdać
zagwazdać;gwazdać
gwizdać;gwizdać
nagwizdać;gwizdać
zagwizdać;gwizdać
odgwizdać;gwizdać
podgwizdać;gwizdać
przegwizdać;gwizdać
pogwizdać;gwizdać
wygwizdać;gwizdać
przygwizdać;gwizdać
zgwizdać;gwizdać
rozgwizdać;gwizdać
rozdać;dać
sprawozdać;sprawozdać
ubrzdać;brzdać
uzdać;zdać
obuzdać;uzdać
wyuzdać;uzdać
rozuzdać;uzdać
wzdać;dać
drzyzdać;drzyzdać
naglądać;glądać
zaglądać;glądać
pozaglądać;zaglądać
nadglądać;glądać
podglądać;glądać
przeglądać;glądać
naprzeglądać;przeglądać
poprzeglądać;przeglądać
oglądać;glądać
naoglądać;oglądać
doglądać;glądać
pooglądać;oglądać
poglądać;glądać
spoglądać;poglądać
uglądać;glądać
wglądać;glądać
wyglądać;glądać
przyglądać;glądać
naprzyglądać;przyglądać
poprzyglądać;przyglądać
rozglądać;glądać
porozglądać;rozglądać
wzglądać;glądać
żądać;żądać
zażądać;żądać
pożądać;żądać
gędać;gędać
oprzędać;przędać
doprzędać;przędać
sprzędać;przędać
wprzędać;przędać
wyprzędać;przędać
cofać;cofać
zacofać;cofać
wycofać;cofać
ufać;ufać
zaufać;ufać
dufać;dufać
zadufać;dufać
podufać;ufać
poufać;ufać
magać;magać
zaniemagać;niemagać
rozniemagać;niemagać
przemagać;magać
domagać;magać
niedomagać;domagać
pomagać;magać
zapomagać;pomagać
podpomagać;pomagać
przepomagać;pomagać
dopomagać;pomagać
spomagać;pomagać
wspomagać;spomagać
smagać;smagać
zasmagać;smagać
odsmagać;smagać
zesmagać;smagać
osmagać;smagać
wysmagać;smagać
wymagać;magać
zmagać;magać
nazmagać;zmagać
rozmagać;magać
wzmagać;magać
wzdragać;wzdragać
nawzdragać;wzdragać
tragać;tragać
błagać;błagać
nabłagać;błagać
zabłagać;błagać
przebłagać;błagać
ubłagać;błagać
wybłagać;błagać
zbłagać;błagać
biegać;biegać
nabiegać;biegać
zabiegać;biegać
nazabiegać;zabiegać
nadbiegać;biegać
odbiegać;biegać
podbiegać;biegać
przebiegać;biegać
obiegać;biegać
dobiegać;biegać
pobiegać;biegać
zapobiegać;pobiegać
ubiegać;biegać
spółubiegać;ubiegać
współubiegać;spółubiegać
wbiegać;biegać
wybiegać;biegać
powybiegać;wybiegać
przybiegać;biegać
zbiegać;biegać
nazbiegać;zbiegać
pozbiegać;zbiegać
rozbiegać;biegać
porozbiegać;rozbiegać
wzbiegać;biegać
legać;legać
nalegać;legać
zalegać;legać
pozalegać;zalegać
oblegać;legać
podlegać;legać
dolegać;legać
polegać;legać
ulegać;legać
wylegać;legać
powylegać;wylegać
przylegać;legać
zlegać;legać
rozlegać;legać
zastrzegać;strzegać
pozastrzegać;zastrzegać
przestrzegać;strzegać
ostrzegać;strzegać
dostrzegać;strzegać
poostrzegać;ostrzegać
postrzegać;strzegać
spostrzegać;postrzegać
ustrzegać;strzegać
wystrzegać;strzegać
zażegać;żegać
podżegać;żegać
przeżegać;żegać
wyżegać;żegać
przyżegać;żegać
zżegać;żegać
rozżegać;żegać
ścigać;ścigać
zaścigać;ścigać
prześcigać;ścigać
dościgać;ścigać
pościgać;ścigać
wyścigać;ścigać
ligać;ligać
migać;migać
zamigać;migać
przemigać;migać
pomigać;migać
wymigać;migać
śmigać;śmigać
zaśmigać;śmigać
pośmigać;śmigać
rozśmigać;śmigać
dźwigać;dźwigać
nadźwigać;dźwigać
zadźwigać;dźwigać
przedźwigać;dźwigać
dodźwigać;dźwigać
podźwigać;dźwigać
wydźwigać;dźwigać
przydźwigać;dźwigać
zdźwigać;dźwigać
gilgać;gilgać
nawilgać;wilgać
dziamgać;dziamgać
margać;margać
targać;targać
natargać;targać
zatargać;targać
obtargać;targać
otargać;targać
dotargać;targać
potargać;targać
stargać;targać
utargać;targać
wtargać;targać
wytargać;targać
przytargać;targać
roztargać;targać
szargać;szargać
zaszargać;szargać
nadszargać;szargać
podszargać;szargać
poszargać;szargać
uszargać;szargać
wyszargać;szargać
zszargać;szargać
drgać;drgać
zadrgać;drgać
rozedrgać;drgać
podrgać;drgać
rozdrgać;drgać
współdrgać;drgać
dziergać;dziergać
zadziergać;dziergać
pozadziergać;zadziergać
obdziergać;dziergać
wydziergać;dziergać
zdziergać;dziergać
rozdziergać;dziergać
furgać;furgać
turgać;turgać
szturgać;szturgać
szurgać;szurgać
wyszurgać;szurgać
smyrgać;smyrgać
szmyrgać;szmyrgać
pyrgać;pyrgać
rugać;rugać
obrugać;rugać
mrugać;mrugać
zamrugać;mrugać
odmrugać;mrugać
podmrugać;mrugać
przemrugać;mrugać
pomrugać;mrugać
wymrugać;mrugać
strugać;strugać
zastrugać;strugać
podstrugać;strugać
zestrugać;strugać
ostrugać;strugać
ustrugać;strugać
wystrugać;strugać
zrugać;rugać
dygać;dygać
szmygać;szmygać
drygać;drygać
podrygać;drygać
wzdrygać;drygać
frygać;frygać
sfrygać;frygać
mrygać;mrygać
sygać;sygać
zastygać;stygać
pozastygać;zastygać
nadstygać;stygać
zestygać;stygać
przestygać;stygać
ostygać;stygać
wystygać;stygać
przystygać;stygać
kusztygać;kusztygać
zygać;zygać
rzygać;rzygać
narzygać;rzygać
zarzygać;rzygać
obrzygać;rzygać
porzygać;rzygać
obstrzygać;strzygać
podstrzygać;strzygać
zestrzygać;strzygać
ostrzygać;strzygać
postrzygać;strzygać
ustrzygać;strzygać
wystrzygać;strzygać
powystrzygać;wystrzygać
przystrzygać;strzygać
rozstrzygać;strzygać
porozstrzygać;rozstrzygać
współrozstrzygać;rozstrzygać
wyrzygać;rzygać
zrzygać;rzygać
uplazgać;plazgać
umazgać;mazgać
ślizgać;ślizgać
prześlizgać;ślizgać
oślizgać;ślizgać
poślizgać;ślizgać
wślizgać;ślizgać
wyślizgać;ślizgać
umizgać;mizgać
poumizgać;umizgać
pizgać;pizgać
wierzgać;wierzgać
zwierzgać;wierzgać
rozwierzgać;wierzgać
dzierzgać;dzierzgać
nadzierzgać;dzierzgać
zadzierzgać;dzierzgać
pozadzierzgać;zadzierzgać
przedzierzgać;dzierzgać
udzierzgać;dzierzgać
bluzgać;bluzgać
nabluzgać;bluzgać
zabluzgać;bluzgać
obluzgać;bluzgać
zbluzgać;bluzgać
bryzgać;bryzgać
zabryzgać;bryzgać
obryzgać;bryzgać
pobryzgać;bryzgać
zbryzgać;bryzgać
rozbryzgać;bryzgać
ciągać;ciągać
naciągać;ciągać
ponaciągać;naciągać
zaciągać;ciągać
nazaciągać;zaciągać
pozaciągać;zaciągać
obciągać;ciągać
poobciągać;obciągać
nadciągać;ciągać
odciągać;ciągać
poodciągać;odciągać
podciągać;ciągać
przeciągać;ciągać
naprzeciągać;przeciągać
poprzeciągać;przeciągać
ociągać;ciągać
dociągać;ciągać
pociągać;ciągać
uciągać;ciągać
wciągać;ciągać
nawciągać;wciągać
powciągać;wciągać
wyciągać;ciągać
powyciągać;wyciągać
przyciągać;ciągać
poprzyciągać;przyciągać
rozciągać;ciągać
porozciągać;rozciągać
ściągać;ciągać
naściągać;ściągać
pościągać;ściągać
wściągać;ściągać
zawściągać;wściągać
powściągać;wściągać
siągać;siągać
zasiągać;siągać
osiągać;siągać
dosiągać;siągać
poosiągać;osiągać
posiągać;siągać
narągać;rągać
urągać;rągać
naurągać;urągać
zaprzągać;przągać
gęgać;gęgać
zagęgać;gęgać
rozgęgać;gęgać
sięgać;sięgać
zasięgać;sięgać
przesięgać;sięgać
osięgać;sięgać
dosięgać;sięgać
posięgać;sięgać
przysięgać;przysięgać
naprzysięgać;przysięgać
zaprzysięgać;przysięgać
pozaprzysięgać;zaprzysięgać;przysięgać
odprzysięgać;przysięgać
oprzysięgać;przysięgać
poprzysięgać;przysięgać
krzywoprzysięgać;krzywoprzysięgać
sprzysięgać;przysięgać
wyprzysięgać;przysięgać
zalęgać;lęgać
pozalęgać;zalęgać
oblęgać;lęgać
ulęgać;lęgać
wylęgać;lęgać
powylęgać;wylęgać
zlęgać;lęgać
zaprzęgać;przęgać
pozaprzęgać;zaprzęgać
odprzęgać;przęgać
przeprzęgać;przęgać
doprzęgać;przęgać
sprzęgać;przęgać
posprzęgać;sprzęgać
uprzęgać;przęgać
wprzęgać;przęgać
wyprzęgać;przęgać
powyprzęgać;wyprzęgać
przyprzęgać;przęgać
rozprzęgać;przęgać
zastrzęgać;strzęgać
łgać;łgać
nałgać;łgać
załgać;łgać
obełgać;łgać
pełgać;pełgać
zapełgać;pełgać
wełgać;łgać
zełgać;łgać
ołgać;łgać
dołgać;łgać
połgać;łgać
czołgać;czołgać
zaczołgać;czołgać
odczołgać;czołgać
podczołgać;czołgać
przeczołgać;czołgać
doczołgać;czołgać
poczołgać;czołgać
wczołgać;czołgać
wyczołgać;czołgać
przyczołgać;czołgać
wyłgać;łgać
źgać;źgać
pomaźgać;maźgać
zaźgać;źgać
dźgać;dźgać
zadźgać;dźgać
podźgać;źgać
poźgać;źgać
żgać;żgać
zażgać;żgać
dżgać;dżgać
pożgać;żgać
wahać;wahać
zawahać;wahać
rozwahać;wahać
achać;achać
bachać;bachać
chachać;chachać
uchachać;chachać
ciachać;ciachać
przeciachać;ciachać
pociachać;ciachać
rozjachać;jachać
machać;machać
namachać;machać
zamachać;machać
odmachać;machać
pomachać;machać
wymachać;machać
zmachać;machać
rozmachać;machać
pociarachać;ciarachać
strachać;strachać
zastrachać;strachać
zestrachać;strachać
postrachać;strachać
wystrachać;strachać
tachać;tachać
natachać;tachać
zatachać;tachać
dotachać;tachać
wtachać;tachać
wytachać;tachać
przytachać;tachać
sztachać;sztachać
łachać;łachać
wyłachać;łachać
złachać;łachać
żachać;żachać
odśmiechać;śmiechać
pośmiechać;śmiechać
uśmiechać;śmiechać
pouśmiechać;uśmiechać
niechać;niechać
zaniechać;niechać
poniechać;niechać
jechać;jechać
najechać;jechać
zajechać;jechać
objechać;jechać
nadjechać;jechać
odjechać;jechać
podjechać;jechać
przejechać;jechać
dojechać;jechać
pojechać;jechać
ujechać;jechać
wjechać;jechać
wyjechać;jechać
przyjechać;jechać
zjechać;jechać
rozjechać;jechać
brechać;brechać
nabrechać;brechać
zbrechać;brechać
szprechać;szprechać
brzechać;brzechać
nacichać;cichać
zacichać;cichać
